epoch,step,train/loss_epoch,train/loss_step,val/loss,val/psnr
0,49,,0.2233012169599533,,
0,99,,0.2502940595149994,,
0,149,,0.22758835554122925,,
0,199,,0.1954050064086914,,
0,199,,,0.22188249230384827,12.106464385986328
0,199,0.2285752296447754,,,
1,249,,0.14979498088359833,,
1,299,,0.12839263677597046,,
1,349,,0.12290744483470917,,
1,399,,0.09852328151464462,,
1,399,,,0.09867919236421585,19.032302856445312
1,399,0.11212073266506195,,,
2,449,,0.06656160950660706,,
2,499,,0.06695416569709778,,
2,549,,0.0760716125369072,,
2,599,,0.04620373994112015,,
2,599,,,0.06475753337144852,21.73621940612793
2,599,0.07580966502428055,,,
3,649,,0.0604463629424572,,
3,699,,0.05748762935400009,,
3,749,,0.0646003782749176,,
3,799,,0.06729461252689362,,
3,799,,,0.05696292966604233,22.557723999023438
3,799,0.06511455029249191,,,
4,849,,0.07476559281349182,,
4,899,,0.04774909466505051,,
4,949,,0.061776768416166306,,
4,999,,0.060202427208423615,,
4,999,,,0.059595443308353424,22.302845001220703
4,999,0.06256644427776337,,,
5,1049,,0.03233588859438896,,
5,1099,,0.08147130906581879,,
5,1149,,0.08221355080604553,,
5,1199,,0.052262842655181885,,
5,1199,,,0.05141716077923775,23.161663055419922
5,1199,0.059532467275857925,,,
6,1249,,0.04449015110731125,,
6,1299,,0.056144848465919495,,
6,1349,,0.06298840790987015,,
6,1399,,0.06094707176089287,,
6,1399,,,0.049932435154914856,23.4024600982666
6,1399,0.05650763958692551,,,
7,1449,,0.08238030970096588,,
7,1499,,0.08141136169433594,,
7,1549,,0.056704938411712646,,
7,1599,,0.04879308491945267,,
7,1599,,,0.05013270303606987,23.38640785217285
7,1599,0.05670858547091484,,,
8,1649,,0.04064463824033737,,
8,1699,,0.042739979922771454,,
8,1749,,0.054042838513851166,,
8,1799,,0.05295535922050476,,
8,1799,,,0.04655224457383156,23.89716911315918
8,1799,0.053482670336961746,,,
9,1849,,0.06335525214672089,,
9,1899,,0.05887030065059662,,
9,1949,,0.059991687536239624,,
9,1999,,0.05750429630279541,,
9,1999,,,0.04592674970626831,24.098405838012695
9,1999,0.05313679575920105,,,
10,2049,,0.04927636310458183,,
10,2099,,0.058633871376514435,,
10,2149,,0.05731545016169548,,
10,2199,,0.05037088319659233,,
10,2199,,,0.04502978175878525,24.26311683654785
10,2199,0.051150355488061905,,,
