epoch,step,train/loss_epoch,train/loss_step,val/loss,val/psnr
0,49,,0.26143693923950195,,
0,99,,0.2971515655517578,,
0,149,,0.2780303955078125,,
0,199,,0.24375157058238983,,
0,199,,,0.28115469217300415,10.448765754699707
0,199,0.2890407145023346,,,
1,249,,0.16960307955741882,,
1,299,,0.11196186393499374,,
1,349,,0.11358419060707092,,
1,399,,0.09240113198757172,,
1,399,,,0.07846517115831375,20.493614196777344
1,399,0.11408854275941849,,,
2,449,,0.07177908718585968,,
2,499,,0.059237610548734665,,
2,549,,0.08160224556922913,,
2,599,,0.05093803629279137,,
2,599,,,0.06365345418453217,21.856590270996094
2,599,0.0754774957895279,,,
3,649,,0.062332283705472946,,
3,699,,0.05292423814535141,,
3,749,,0.06803177297115326,,
3,799,,0.07445798814296722,,
3,799,,,0.061687879264354706,22.09418296813965
3,799,0.06762562692165375,,,
4,849,,0.07410596311092377,,
4,899,,0.04578092694282532,,
4,949,,0.061066728085279465,,
4,999,,0.06939056515693665,,
4,999,,,0.05414386838674545,22.831979751586914
4,999,0.06310854107141495,,,
5,1049,,0.029995247721672058,,
5,1099,,0.08738353103399277,,
5,1149,,0.10277974605560303,,
5,1199,,0.04562002420425415,,
5,1199,,,0.05174199491739273,23.16240692138672
5,1199,0.059567876160144806,,,
6,1249,,0.04024141654372215,,
6,1299,,0.051521144807338715,,
6,1349,,0.052976518869400024,,
6,1399,,0.06069159135222435,,
6,1399,,,0.05239816755056381,23.140239715576172
6,1399,0.0563194639980793,,,
7,1449,,0.06902098655700684,,
7,1499,,0.07906656712293625,,
7,1549,,0.05632829666137695,,
7,1599,,0.04893496632575989,,
7,1599,,,0.047225188463926315,23.688430786132812
7,1599,0.05532553046941757,,,
8,1649,,0.046489864587783813,,
8,1699,,0.04389075189828873,,
8,1749,,0.04981048032641411,,
8,1799,,0.05529598519206047,,
8,1799,,,0.04558606073260307,24.011898040771484
8,1799,0.0528656467795372,,,
9,1849,,0.06221608445048332,,
9,1899,,0.061776768416166306,,
